text,model,type,origin
"Período de apuração [DATE] a [DATE]
Adiantamento
Adiantamento Salarial
Código de barras 85640000001234567890123456789012345678901234
Declaro ter recebido a importância líquida
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",Contracheque,Recibo,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Sistema Público de Escrituração Digital SPED
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
EFD ICMS IPI número do recibo
Autenticação bancária 00000.00000 11111.111111 22222.222222",SPEDFiscal,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre
Guia de recolhimento municipal
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"INSS Guia da Previdência Social GPS
Código de pagamento 2100
Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Demonstrativo de Resu1tado
1dentificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Demonstração de Resu1tado",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Sindicato dos empregados contribuição confederativa
Vencimento [DATE] valor total [MONEY]",BoletoSindicato,GuiaPagamento,synthetic
"Ministério da Fazenda Secretaria da Receita Federal do Brasil
Período de apuração [DATE] a [DATE]
Documento de Arrecadação de Receitas Federais
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234",DARF,GuiaPagamento,synthetic
"Guia de Arrecadação - GA
Identificação do sujeito passivo [CNPJ]
Estado do Rio Grande Do Sul
Guia de Arrecadação
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]",GARS,GuiaPagamento,synthetic
"Adiantamento
Declaro ter recebido a importância líquida
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Estado do Rio Grande Do Sul
Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação
Autenticação bancária 00000.00000 11111.111111 22222.222222",GARS,GuiaPagamento,synthetic
"Vencimento [DATE] va1or tota1 [MONEY]
Dec1aro ter recebido a importância 1íquida
Código de barras 85640000001234567890123456789012345678901234
Adiantamento 5a1aria1
Adiantamento",Contracheque,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Sindicato dos empregados contribuição confederativa
Cedente sindicato código do beneficiário
Período de apuração [DATE] a [DATE]
Boleto de contribuição assistencial",BoletoSindicato,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089
Documento de Arrecadação de Receitas Federais",DARF,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Programa Gerador do DAS
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Documento de Arrecadação do Simples Nacional
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Adiantamento
Adiantamento Salarial
Declaro ter recebido a importância líquida",Contracheque,Recibo,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Período de apuração [DATE] a [DATE]
Prefeitura de Porto Alegre
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal",ISSPoa,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Cedente sindicato código do beneficiário
Identificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Boleto de contribuição assistencial
Vencimento [DATE] valor total [MONEY]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Sistema Público de Escrituração Digital SPED
EFD ICMS IPI número do recibo",SPEDFiscal,Recibo,synthetic
"Adiantamento Salarial
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Adiantamento
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Declaro ter recebido a importância líquida",Contracheque,Recibo,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstrativo de Resultado
Demonstração de Resultado
Vencimento [DATE] valor total [MONEY]",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Adiantamento 5a1aria1
Adiantamento
Vencimento [DATE] va1or tota1 [MONEY]
Dec1aro ter recebido a importância 1íquida",Contracheque,Recibo,synthetic
"155QN 1mposto 5obre 5erviços de Qua1quer Natureza
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Guia de reco1himento municipa1
Prefeitura de Porto A1egre
Vencimento [DATE] va1or tota1 [MONEY]
1dentificação do sujeito passivo [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"Competência da guia FGTS Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
GFD - Guia do FGTS Digital
Fundo de Garantia do Tempo de Serviço
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]",FGTSDigital,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Sindicato dos empregados contribuição confederativa
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Identificação do sujeito passivo [CNPJ]",BoletoSindicato,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento
Declaro ter recebido a importância líquida
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Adiantamento Salarial",Contracheque,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
EFD 1CM5 1P1 número do recibo
Recibo de entrega de Escrituração Fisca1 Digita1
5istema Púb1ico de Escrituração Digita1 5PED
1dentificação do sujeito passivo [CNPJ]",SPEDFiscal,Recibo,synthetic
"Ministério da Previdência Social
Identificação do sujeito passivo [CNPJ]
Código de pagamento 2100
Autenticação bancária 00000.00000 11111.111111 22222.222222
INSS Guia da Previdência Social GPS",GuiaGPS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Demonstração de Resultado
Código de barras 85640000001234567890123456789012345678901234
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Programa Gerador do DAS
Receita Federal do Brasil DAS
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Documento de Arrecadação do Simples Nacional",SimplesNacional,GuiaPagamento,synthetic
"Receita Federal do Brasil DAS
Programa Gerador do DAS
Autenticação bancária 00000.00000 11111.111111 22222.222222
Documento de Arrecadação do Simples Nacional
Período de apuração [DATE] a [DATE]",SimplesNacional,GuiaPagamento,synthetic
"Adiantamento
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento Salarial
Declaro ter recebido a importância líquida",Contracheque,Recibo,synthetic
"DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234
Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Ministério da Fazenda Secretaria da Receita Federal do Brasil",DARF,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Competência da guia FGTS Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Código de barras 85640000001234567890123456789012345678901234",FGTSDigital,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Programa Gerador do DA5
Receita Federa1 do Brasi1 DA5
Documento de Arrecadação do 5imp1es Naciona1
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] va1or tota1 [MONEY]
1dentificação do sujeito passivo [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
DARF código da receita 2089
Período de apuração [DATE] a [DATE]",DARF,GuiaPagamento,synthetic
"Demonstrativo de Resultado
Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234",DREMensal,Relatorio,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Adiantamento Salarial
Adiantamento
Declaro ter recebido a importância líquida
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]",Contracheque,Recibo,synthetic
"Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Guia de Arrecadação
Vencimento [DATE] valor total [MONEY]
Estado do Rio Grande Do Sul
Código de barras 85640000001234567890123456789012345678901234
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Período de apuração [DATE] a [DATE]
Vencimento [DATE] va1or tota1 [MONEY]
Código de barras 85640000001234567890123456789012345678901234
1RRF - Rendimento do traba1ho assa1ariado DCTFWeb
Contribuição previdenciária C0NTRPREV
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Ministério da Previdência Social
Código de pagamento 2100
INSS Guia da Previdência Social GPS
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Prefeitura de Porto Alegre
Guia de recolhimento municipal
ISSQN Imposto Sobre Serviços de Qualquer Natureza
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Período de apuração [DATE] a [DATE]",ISSPoa,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Estado do Rio Grande Do Sul
Guia de Arrecadação - GA
Período de apuração [DATE] a [DATE]
Guia de Arrecadação",GARS,GuiaPagamento,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
EFD ICMS IPI número do recibo
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Demonstrativo de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Demonstração de Resultado
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]",DREMensal,Relatorio,synthetic
"Fundo de Garantia do Tempo de Serviço
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]
GFD - Guia do FGTS Digital
Competência da guia FGTS Digital
Código de barras 85640000001234567890123456789012345678901234",FGTSDigital,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Receita Federal do Brasil DAS
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234",SimplesNacional,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de pagamento 2100
Vencimento [DATE] valor total [MONEY]
INSS Guia da Previdência Social GPS
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Prefeitura de Porto Alegre
Período de apuração [DATE] a [DATE]
Guia de recolhimento municipal
Vencimento [DATE] valor total [MONEY]
ISSQN Imposto Sobre Serviços de Qualquer Natureza",ISSPoa,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de barras 85640000001234567890123456789012345678901234
Competência da guia FGT5 Digita1
Fundo de Garantia do Tempo de 5erviço
GFD - Guia do FGT5 Digita1",FGTSDigital,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]
Ata de reunião pauta 1 aprovação das contas
Presentes os sócios na sede da sociedade",Desconhecido,Desconhecido,synthetic
"Vencimento [DATE] valor total [MONEY]
Demonstrativo de Resultado
Identificação do sujeito passivo [CNPJ]
Demonstração de Resultado
Código de barras 85640000001234567890123456789012345678901234",DREMensal,Relatorio,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Autenticação bancária 00000.00000 11111.111111 22222.222222
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Receita Federal do Brasil DAS
Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação do Simples Nacional",SimplesNacional,GuiaPagamento,synthetic
"Boleto de contribuição assistencial
Vencimento [DATE] valor total [MONEY]
Cedente sindicato código do beneficiário
Sindicato dos empregados contribuição confederativa
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",BoletoSindicato,GuiaPagamento,synthetic
"Documento de Arrecadação do Simples Nacional
Identificação do sujeito passivo [CNPJ]
Programa Gerador do DAS
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Competência da guia FGTS Digital
Fundo de Garantia do Tempo de Serviço
GFD - Guia do FGTS Digital
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234",FGTSDigital,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Receita Federal do Brasil DAS
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Vencimento [DATE] valor total [MONEY]
Identificação do sujeito passivo [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Demonstração de Resultado
Demonstrativo de Resultado
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222",DREMensal,Relatorio,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação
Estado do Rio Grande Do Sul
Vencimento [DATE] valor total [MONEY]
Guia de Arrecadação - GA",GARS,GuiaPagamento,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Declaro ter recebido a importância líquida
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Adiantamento Salarial
Adiantamento",Contracheque,Recibo,synthetic
"Vencimento [DATE] valor total [MONEY]
DARF código da receita 2089
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DARF,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Adiantamento Salarial
Período de apuração [DATE] a [DATE]
Declaro ter recebido a importância líquida
Adiantamento",Contracheque,Recibo,synthetic
"Programa Gerador do DAS
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Documento de Arrecadação do Simples Nacional
Receita Federal do Brasil DAS
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]",SimplesNacional,GuiaPagamento,synthetic
"Estado do Rio Grande Do Sul
Guia de Arrecadação - GA
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Guia de Arrecadação
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]",GARS,GuiaPagamento,synthetic
"Adiantamento 5a1aria1
Adiantamento
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
1dentificação do sujeito passivo [CNPJ]
Dec1aro ter recebido a importância 1íquida
Código de barras 85640000001234567890123456789012345678901234",Contracheque,Recibo,synthetic
"1dentificação do sujeito passivo [CNPJ]
155QN 1mposto 5obre 5erviços de Qua1quer Natureza
Prefeitura de Porto A1egre
Vencimento [DATE] va1or tota1 [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de reco1himento municipa1
Código de barras 85640000001234567890123456789012345678901234",ISSPoa,GuiaPagamento,synthetic
"Adiantamento
Declaro ter recebido a importância líquida
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Adiantamento Salarial
Código de barras 85640000001234567890123456789012345678901234",Contracheque,Recibo,synthetic
"IRRF - Rendimento do trabalho assalariado DCTFWeb
Período de apuração [DATE] a [DATE]
Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Vencimento [DATE] valor total [MONEY]
Guia de recolhimento municipal
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Identificação do sujeito passivo [CNPJ]
Prefeitura de Porto Alegre
ISSQN Imposto Sobre Serviços de Qualquer Natureza",ISSPoa,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Autenticação bancária 00000.00000 11111.111111 22222.222222
Vencimento [DATE] valor total [MONEY]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Contribuição previdenciária CONTRPREV
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb",DCTFWEB,GuiaPagamento,synthetic
"Adiantamento
Vencimento [DATE] va1or tota1 [MONEY]
Dec1aro ter recebido a importância 1íquida
Adiantamento 5a1aria1
Código de barras 85640000001234567890123456789012345678901234",Contracheque,Recibo,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de pagamento 2100
Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
INSS Guia da Previdência Social GPS
Código de barras 85640000001234567890123456789012345678901234
Ministério da Previdência Social",GuiaGPS,GuiaPagamento,synthetic
"Identificação do sujeito passivo [CNPJ]
Vencimento [DATE] valor total [MONEY]
INSS Guia da Previdência Social GPS
Período de apuração [DATE] a [DATE]
Código de pagamento 2100
Ministério da Previdência Social
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Pedido de compra ordem 4521
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Quantidade 10 unidades descrição materia1 de escritório
1dentificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Boleto de contribuição assistencial
Identificação do sujeito passivo [CNPJ]
Período de apuração [DATE] a [DATE]
Código de barras 85640000001234567890123456789012345678901234
Cedente sindicato código do beneficiário
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Cedente sindicato código do beneficiário
Boleto de contribuição assistencial
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Sindicato dos empregados contribuição confederativa",BoletoSindicato,GuiaPagamento,synthetic
"Contribuição previdenciária CONTRPREV
Período de apuração [DATE] a [DATE]
Documento de Arrecadação de Receitas Federais
IRRF - Rendimento do trabalho assalariado DCTFWeb
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",DCTFWEB,GuiaPagamento,synthetic
"Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Período de apuração [DATE] a [DATE]
DARF código da receita 2089",DARF,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Documento de Arrecadação de Receitas Federais
Ministério da Fazenda Secretaria da Receita Federal do Brasil
DARF código da receita 2089
Código de barras 85640000001234567890123456789012345678901234",DARF,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Demonstrativo de Resultado
Autenticação bancária 00000.00000 11111.111111 22222.222222
Demonstração de Resultado
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Adiantamento Salarial
Declaro ter recebido a importância líquida
Adiantamento
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"INSS Guia da Previdência Social GPS
Autenticação bancária 00000.00000 11111.111111 22222.222222
Ministério da Previdência Social
Código de barras 85640000001234567890123456789012345678901234
Identificação do sujeito passivo [CNPJ]
Código de pagamento 2100",GuiaGPS,GuiaPagamento,synthetic
"ISSQN Imposto Sobre Serviços de Qualquer Natureza
Vencimento [DATE] valor total [MONEY]
Prefeitura de Porto Alegre
Código de barras 85640000001234567890123456789012345678901234
Guia de recolhimento municipal
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]",ISSPoa,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Vencimento [DATE] valor total [MONEY]
Autenticação bancária 00000.00000 11111.111111 22222.222222
INSS Guia da Previdência Social GPS
Ministério da Previdência Social
Código de pagamento 2100
Identificação do sujeito passivo [CNPJ]",GuiaGPS,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]
Cedente sindicato código do beneficiário
Sindicato dos empregados contribuição confederativa
Boleto de contribuição assistencial
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",BoletoSindicato,GuiaPagamento,synthetic
"Adiantamento
Declaro ter recebido a importância líquida
Adiantamento Salarial
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Vencimento [DATE] valor total [MONEY]",Contracheque,Recibo,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Competência da guia FGTS Digital
GFD - Guia do FGTS Digital
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Fundo de Garantia do Tempo de Serviço",FGTSDigital,GuiaPagamento,synthetic
"Sistema Público de Escrituração Digital SPED
Identificação do sujeito passivo [CNPJ]
Código de barras 85640000001234567890123456789012345678901234
Recibo de entrega de Escrituração Fiscal Digital
EFD ICMS IPI número do recibo
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Período de apuração [DATE] a [DATE]",SPEDFiscal,Recibo,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Guia de Arrecadação - GA
Guia de Arrecadação
Estado do Rio Grande Do Sul
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]",GARS,GuiaPagamento,synthetic
"Código de barras 85640000001234567890123456789012345678901234
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Identificação do sujeito passivo [CNPJ]
Receita Federal do Brasil DAS",SimplesNacional,GuiaPagamento,synthetic
"Quantidade 10 unidades descrição material de escritório
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Pedido de compra ordem 4521
Código de barras 85640000001234567890123456789012345678901234
Período de apuração [DATE] a [DATE]
Identificação do sujeito passivo [CNPJ]",Desconhecido,Desconhecido,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Contrato de prestação de serviços cláusula primeira
Código de barras 85640000001234567890123456789012345678901234
As partes acima identificadas têm entre si justo e contratado",Desconhecido,Desconhecido,synthetic
"Recibo de entrega de Escrituração Fiscal Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Vencimento [DATE] valor total [MONEY]
EFD ICMS IPI número do recibo
Identificação do sujeito passivo [CNPJ]
Sistema Público de Escrituração Digital SPED",SPEDFiscal,Recibo,synthetic
"Período de apuração [DATE] a [DATE]
Fundo de Garantia do Tempo de Serviço
Identificação do sujeito passivo [CNPJ]
Contribuinte: Empresa Exemplo 104 LTDA CNPJ [CNPJ]
Competência da guia FGTS Digital
Autenticação bancária 00000.00000 11111.111111 22222.222222
GFD - Guia do FGTS Digital",FGTSDigital,GuiaPagamento,synthetic
"DARF código da receita 2089
Documento de Arrecadação de Receitas Federais
Autenticação bancária 00000.00000 11111.111111 22222.222222
Identificação do sujeito passivo [CNPJ]
Ministério da Fazenda Secretaria da Receita Federal do Brasil
Vencimento [DATE] valor total [MONEY]",DARF,GuiaPagamento,synthetic
"Período de apuração [DATE] a [DATE]
Programa Gerador do DAS
Documento de Arrecadação do Simples Nacional
Receita Federal do Brasil DAS
Identificação do sujeito passivo [CNPJ]",SimplesNacional,GuiaPagamento,synthetic
"Adiantamento Salarial
Código de barras 85640000001234567890123456789012345678901234
Adiantamento
Período de apuração [DATE] a [DATE]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Declaro ter recebido a importância líquida
Identificação do sujeito passivo [CNPJ]",Contracheque,Recibo,synthetic
"Autenticação bancária 00000.00000 11111.111111 22222.222222
Período de apuração [DATE] a [DATE]
Demonstração de Resultado
Demonstrativo de Resultado",DREMensal,Relatorio,synthetic
"Período de apuração [DATE] a [DATE]
Contribuinte: Empresa Exemp1o 104 LTDA CNPJ [CNPJ]
Ministério da Previdência 5ocia1
1dentificação do sujeito passivo [CNPJ]
Autenticação bancária 00000.00000 11111.111111 22222.222222
Código de pagamento 2100
1N55 Guia da Previdência 5ocia1 GP5",GuiaGPS,GuiaPagamento,synthetic
